State,State Code,Year,Year Code,Projected Populations
WyoMing,56,2010,2010,519886
WyoMing,56,2011,2011,521831
WyoMing,56,2012,2012,523655
WyoMing,56,2013,2013,525296
WyoMing,56,2014,2014,526758
WyoMing,56,2015,2015,528005
WyoMing,56,2016,2016,529053
WyoMing,56,2017,2017,529846
WyoMing,56,2018,2018,530409
WyoMing,56,2019,2019,530784
WyoMing,56,2020,2020,530948
WyoMing,56,2021,2021,530925
WyoMing,56,2022,2022,530704
WyoMing,56,2023,2023,530314
WyoMing,56,2024,2024,529754
WyoMing,56,2025,2025,529031
WyoMing,56,2026,2026,528134
WyoMing,56,2027,2027,527080
WyoMing,56,2028,2028,525867
WyoMing,56,2029,2029,524512
WyoMing,56,2030,2030,522979
