State Code,State,Year,Year Code,Projected Populations
01,Alabama,2004,2004,4513207
01,Alabama,2005,2005,4527166
01,Alabama,2006,2006,4541263
01,Alabama,2007,2007,4555152
01,Alabama,2008,2008,4568983
01,Alabama,2009,2009,4582698
01,Alabama,2010,2010,4596330
01,Alabama,2011,2011,4609820
01,Alabama,2012,2012,4623288
01,Alabama,2013,2013,4636657
01,Alabama,2014,2014,4649932
01,Alabama,2015,2015,4663111
01,Alabama,2016,2016,4676269
01,Alabama,2017,2017,4689410
01,Alabama,2018,2018,4702519
01,Alabama,2019,2019,4715658
01,Alabama,2020,2020,4728915
01,Alabama,2021,2021,4742363
01,Alabama,2022,2022,4756138
01,Alabama,2023,2023,4770343
01,Alabama,2024,2024,4784959
01,Alabama,2025,2025,4800092
01,Alabama,2026,2026,4815086
01,Alabama,2027,2027,4829976
01,Alabama,2028,2028,4844786
01,Alabama,2029,2029,4859518
01,Alabama,2030,2030,4874243
02,Alaska,2004,2004,655349
02,Alaska,2005,2005,661110
02,Alaska,2006,2006,667147
02,Alaska,2007,2007,673516
02,Alaska,2008,2008,680082
02,Alaska,2009,2009,686965
02,Alaska,2010,2010,694109
02,Alaska,2011,2011,701381
02,Alaska,2012,2012,708914
02,Alaska,2013,2013,716684
02,Alaska,2014,2014,724553
02,Alaska,2015,2015,732544
02,Alaska,2016,2016,740704
02,Alaska,2017,2017,748945
02,Alaska,2018,2018,757331
02,Alaska,2019,2019,765831
02,Alaska,2020,2020,774421
02,Alaska,2021,2021,783195
02,Alaska,2022,2022,792219
02,Alaska,2023,2023,801435
02,Alaska,2024,2024,810992
02,Alaska,2025,2025,820881
02,Alaska,2026,2026,830576
02,Alaska,2027,2027,840106
02,Alaska,2028,2028,849465
02,Alaska,2029,2029,858638
02,Alaska,2030,2030,867674
04,Arizona,2004,2004,5723060
04,Arizona,2005,2005,5868004
04,Arizona,2006,2006,6016116
04,Arizona,2007,2007,6167024
04,Arizona,2008,2008,6320874
04,Arizona,2009,2009,6477686
04,Arizona,2010,2010,6637381
04,Arizona,2011,2011,6800697
04,Arizona,2012,2012,6968066
04,Arizona,2013,2013,7139678
04,Arizona,2014,2014,7315364
04,Arizona,2015,2015,7495238
04,Arizona,2016,2016,7679249
04,Arizona,2017,2017,7867317
04,Arizona,2018,2018,8059487
04,Arizona,2019,2019,8255876
04,Arizona,2020,2020,8456448
04,Arizona,2021,2021,8661628
04,Arizona,2022,2022,8871581
04,Arizona,2023,2023,9086570
04,Arizona,2024,2024,9306480
04,Arizona,2025,2025,9531537
04,Arizona,2026,2026,9760275
04,Arizona,2027,2027,9992720
04,Arizona,2028,2028,10228744
04,Arizona,2029,2029,10468679
04,Arizona,2030,2030,10712397
05,Arkansas,2004,2004,2756801
05,Arkansas,2005,2005,2777007
05,Arkansas,2006,2006,2797096
05,Arkansas,2007,2007,2816936
05,Arkansas,2008,2008,2836580
05,Arkansas,2009,2009,2855960
05,Arkansas,2010,2010,2875039
05,Arkansas,2011,2011,2893966
05,Arkansas,2012,2012,2912801
05,Arkansas,2013,2013,2931613
05,Arkansas,2014,2014,2950287
05,Arkansas,2015,2015,2968913
05,Arkansas,2016,2016,2987368
05,Arkansas,2017,2017,3005726
05,Arkansas,2018,2018,3023989
05,Arkansas,2019,2019,3042139
05,Arkansas,2020,2020,3060219
05,Arkansas,2021,2021,3078304
05,Arkansas,2022,2022,3096402
05,Arkansas,2023,2023,3114547
05,Arkansas,2024,2024,3132786
05,Arkansas,2025,2025,3151005
05,Arkansas,2026,2026,3169170
05,Arkansas,2027,2027,3187183
05,Arkansas,2028,2028,3205040
05,Arkansas,2029,2029,3222760
05,Arkansas,2030,2030,3240208
06,California,2004,2004,35627966
06,California,2005,2005,36038859
06,California,2006,2006,36449380
06,California,2007,2007,36857069
06,California,2008,2008,37262310
06,California,2009,2009,37665703
06,California,2010,2010,38067134
06,California,2011,2011,38469883
06,California,2012,2012,38877863
06,California,2013,2013,39290168
06,California,2014,2014,39705716
06,California,2015,2015,40123232
06,California,2016,2016,40541658
06,California,2017,2017,40959943
06,California,2018,2018,41377233
06,California,2019,2019,41793201
06,California,2020,2020,42206743
06,California,2021,2021,42621044
06,California,2022,2022,43038400
06,California,2023,2023,43458537
06,California,2024,2024,43880767
06,California,2025,2025,44305177
06,California,2026,2026,44730796
06,California,2027,2027,45157132
06,California,2028,2028,45584544
06,California,2029,2029,46013544
06,California,2030,2030,46444861
08,Colorado,2004,2004,4574908
08,Colorado,2005,2005,4617962
08,Colorado,2006,2006,4661034
08,Colorado,2007,2007,4703833
08,Colorado,2008,2008,4746528
08,Colorado,2009,2009,4789060
08,Colorado,2010,2010,4831554
08,Colorado,2011,2011,4874231
08,Colorado,2012,2012,4917355
08,Colorado,2013,2013,4960914
08,Colorado,2014,2014,5004965
08,Colorado,2015,2015,5049493
08,Colorado,2016,2016,5094505
08,Colorado,2017,2017,5139904
08,Colorado,2018,2018,5185795
08,Colorado,2019,2019,5232108
08,Colorado,2020,2020,5278867
08,Colorado,2021,2021,5326177
08,Colorado,2022,2022,5374263
08,Colorado,2023,2023,5423079
08,Colorado,2024,2024,5472581
08,Colorado,2025,2025,5522803
08,Colorado,2026,2026,5574258
08,Colorado,2027,2027,5626850
08,Colorado,2028,2028,5680680
08,Colorado,2029,2029,5735899
08,Colorado,2030,2030,5792357
09,Connecticut,2004,2004,3485593
09,Connecticut,2005,2005,3503185
09,Connecticut,2006,2006,3519930
09,Connecticut,2007,2007,3535579
09,Connecticut,2008,2008,3550416
09,Connecticut,2009,2009,3564393
09,Connecticut,2010,2010,3577490
09,Connecticut,2011,2011,3590023
09,Connecticut,2012,2012,3602158
09,Connecticut,2013,2013,3613835
09,Connecticut,2014,2014,3624896
09,Connecticut,2015,2015,3635414
09,Connecticut,2016,2016,3645212
09,Connecticut,2017,2017,3654173
09,Connecticut,2018,2018,3662364
09,Connecticut,2019,2019,3669544
09,Connecticut,2020,2020,3675650
09,Connecticut,2021,2021,3680713
09,Connecticut,2022,2022,3684845
09,Connecticut,2023,2023,3688001
09,Connecticut,2024,2024,3690067
09,Connecticut,2025,2025,3691016
09,Connecticut,2026,2026,3691567
09,Connecticut,2027,2027,3691611
09,Connecticut,2028,2028,3691198
09,Connecticut,2029,2029,3690174
09,Connecticut,2030,2030,3688630
10,Delaware,2004,2004,826804
10,Delaware,2005,2005,836687
10,Delaware,2006,2006,846484
10,Delaware,2007,2007,856170
10,Delaware,2008,2008,865705
10,Delaware,2009,2009,875117
10,Delaware,2010,2010,884342
10,Delaware,2011,2011,893422
10,Delaware,2012,2012,902264
10,Delaware,2013,2013,910889
10,Delaware,2014,2014,919299
10,Delaware,2015,2015,927400
10,Delaware,2016,2016,935223
10,Delaware,2017,2017,942751
10,Delaware,2018,2018,949937
10,Delaware,2019,2019,956706
10,Delaware,2020,2020,963209
10,Delaware,2021,2021,969362
10,Delaware,2022,2022,975210
10,Delaware,2023,2023,980713
10,Delaware,2024,2024,985857
10,Delaware,2025,2025,990694
10,Delaware,2026,2026,995366
10,Delaware,2027,2027,999899
10,Delaware,2028,2028,1004298
10,Delaware,2029,2029,1008547
10,Delaware,2030,2030,1012658
11,District of Columbia,2004,2004,555363
11,District of Columbia,2005,2005,551136
11,District of Columbia,2006,2006,546944
11,District of Columbia,2007,2007,542735
11,District of Columbia,2008,2008,538487
11,District of Columbia,2009,2009,534202
11,District of Columbia,2010,2010,529785
11,District of Columbia,2011,2011,525289
11,District of Columbia,2012,2012,520712
11,District of Columbia,2013,2013,516005
11,District of Columbia,2014,2014,511233
11,District of Columbia,2015,2015,506323
11,District of Columbia,2016,2016,501333
11,District of Columbia,2017,2017,496175
11,District of Columbia,2018,2018,491009
11,District of Columbia,2019,2019,485768
11,District of Columbia,2020,2020,480540
11,District of Columbia,2021,2021,475313
11,District of Columbia,2022,2022,470147
11,District of Columbia,2023,2023,465050
11,District of Columbia,2024,2024,460046
11,District of Columbia,2025,2025,455108
11,District of Columbia,2026,2026,450365
11,District of Columbia,2027,2027,445794
11,District of Columbia,2028,2028,441489
11,District of Columbia,2029,2029,437383
11,District of Columbia,2030,2030,433414
12,Florida,2004,2004,17182574
12,Florida,2005,2005,17509827
12,Florida,2006,2006,17844630
12,Florida,2007,2007,18185887
12,Florida,2008,2008,18533980
12,Florida,2009,2009,18889187
12,Florida,2010,2010,19251691
12,Florida,2011,2011,19622736
12,Florida,2012,2012,20003427
12,Florida,2013,2013,20393946
12,Florida,2014,2014,20794144
12,Florida,2015,2015,21204132
12,Florida,2016,2016,21624076
12,Florida,2017,2017,22053899
12,Florida,2018,2018,22493926
12,Florida,2019,2019,22944739
12,Florida,2020,2020,23406525
12,Florida,2021,2021,23880431
12,Florida,2022,2022,24367532
12,Florida,2023,2023,24868128
12,Florida,2024,2024,25382899
12,Florida,2025,2025,25912458
12,Florida,2026,2026,26450121
12,Florida,2027,2027,26995836
12,Florida,2028,2028,27550050
12,Florida,2029,2029,28113244
12,Florida,2030,2030,28685769
13,Georgia,2004,2004,8791776
13,Georgia,2005,2005,8925796
13,Georgia,2006,2006,9059743
13,Georgia,2007,2007,9193057
13,Georgia,2008,2008,9325827
13,Georgia,2009,2009,9457857
13,Georgia,2010,2010,9589080
13,Georgia,2011,2011,9719339
13,Georgia,2012,2012,9848769
13,Georgia,2013,2013,9977201
13,Georgia,2014,2014,10104512
13,Georgia,2015,2015,10230578
13,Georgia,2016,2016,10355485
13,Georgia,2017,2017,10479164
13,Georgia,2018,2018,10601663
13,Georgia,2019,2019,10723197
13,Georgia,2020,2020,10843753
13,Georgia,2021,2021,10963625
13,Georgia,2022,2022,11083165
13,Georgia,2023,2023,11202275
13,Georgia,2024,2024,11320789
13,Georgia,2025,2025,11438622
13,Georgia,2026,2026,11556027
13,Georgia,2027,2027,11672741
13,Georgia,2028,2028,11788643
13,Georgia,2029,2029,11903720
13,Georgia,2030,2030,12017838
15,Hawaii,2004,2004,1261599
15,Hawaii,2005,2005,1276552
15,Hawaii,2006,2006,1290984
15,Hawaii,2007,2007,1304704
15,Hawaii,2008,2008,1317607
15,Hawaii,2009,2009,1329479
15,Hawaii,2010,2010,1340674
15,Hawaii,2011,2011,1351329
15,Hawaii,2012,2012,1361296
15,Hawaii,2013,2013,1370471
15,Hawaii,2014,2014,1378731
15,Hawaii,2015,2015,1385952
15,Hawaii,2016,2016,1391955
15,Hawaii,2017,2017,1397258
15,Hawaii,2018,2018,1402403
15,Hawaii,2019,2019,1407471
15,Hawaii,2020,2020,1412373
15,Hawaii,2021,2021,1417285
15,Hawaii,2022,2022,1422429
15,Hawaii,2023,2023,1427696
15,Hawaii,2024,2024,1433110
15,Hawaii,2025,2025,1438720
15,Hawaii,2026,2026,1444337
15,Hawaii,2027,2027,1449822
15,Hawaii,2028,2028,1455256
15,Hawaii,2029,2029,1460651
15,Hawaii,2030,2030,1466046
16,Idaho,2004,2004,1385861
16,Idaho,2005,2005,1407060
16,Idaho,2006,2006,1428666
16,Idaho,2007,2007,1450503
16,Idaho,2008,2008,1472584
16,Idaho,2009,2009,1494862
16,Idaho,2010,2010,1517291
16,Idaho,2011,2011,1539854
16,Idaho,2012,2012,1562398
16,Idaho,2013,2013,1584998
16,Idaho,2014,2014,1607559
16,Idaho,2015,2015,1630045
16,Idaho,2016,2016,1652489
16,Idaho,2017,2017,1674865
16,Idaho,2018,2018,1697103
16,Idaho,2019,2019,1719239
16,Idaho,2020,2020,1741333
16,Idaho,2021,2021,1763458
16,Idaho,2022,2022,1785567
16,Idaho,2023,2023,1807798
16,Idaho,2024,2024,1830096
16,Idaho,2025,2025,1852627
16,Idaho,2026,2026,1875386
16,Idaho,2027,2027,1898403
16,Idaho,2028,2028,1921784
16,Idaho,2029,2029,1945505
16,Idaho,2030,2030,1969624
17,Illinois,2004,2004,12650414
17,Illinois,2005,2005,12699336
17,Illinois,2006,2006,12746931
17,Illinois,2007,2007,12792383
17,Illinois,2008,2008,12835851
17,Illinois,2009,2009,12877420
17,Illinois,2010,2010,12916894
17,Illinois,2011,2011,12955082
17,Illinois,2012,2012,12992537
17,Illinois,2013,2013,13028814
17,Illinois,2014,2014,13063852
17,Illinois,2015,2015,13097218
17,Illinois,2016,2016,13128924
17,Illinois,2017,2017,13158664
17,Illinois,2018,2018,13186604
17,Illinois,2019,2019,13212633
17,Illinois,2020,2020,13236720
17,Illinois,2021,2021,13259305
17,Illinois,2022,2022,13280998
17,Illinois,2023,2023,13301720
17,Illinois,2024,2024,13321572
17,Illinois,2025,2025,13340507
17,Illinois,2026,2026,13359250
17,Illinois,2027,2027,13377911
17,Illinois,2028,2028,13396347
17,Illinois,2029,2029,13414616
17,Illinois,2030,2030,13432892
18,Indiana,2004,2004,6219190
18,Indiana,2005,2005,6249617
18,Indiana,2006,2006,6279646
18,Indiana,2007,2007,6308905
18,Indiana,2008,2008,6337404
18,Indiana,2009,2009,6365157
18,Indiana,2010,2010,6392139
18,Indiana,2011,2011,6418398
18,Indiana,2012,2012,6444116
18,Indiana,2013,2013,6469266
18,Indiana,2014,2014,6493780
18,Indiana,2015,2015,6517631
18,Indiana,2016,2016,6540916
18,Indiana,2017,2017,6563494
18,Indiana,2018,2018,6585386
18,Indiana,2019,2019,6606554
18,Indiana,2020,2020,6627008
18,Indiana,2021,2021,6646851
18,Indiana,2022,2022,6666200
18,Indiana,2023,2023,6685094
18,Indiana,2024,2024,6703479
18,Indiana,2025,2025,6721322
18,Indiana,2026,2026,6739157
18,Indiana,2027,2027,6756913
18,Indiana,2028,2028,6774671
18,Indiana,2029,2029,6792392
18,Indiana,2030,2030,6810108
19,Iowa,2004,2004,2964689
19,Iowa,2005,2005,2973700
19,Iowa,2006,2006,2982331
19,Iowa,2007,2007,2990331
19,Iowa,2008,2008,2997608
19,Iowa,2009,2009,3004163
19,Iowa,2010,2010,3009907
19,Iowa,2011,2011,3014826
19,Iowa,2012,2012,3018988
19,Iowa,2013,2013,3022322
19,Iowa,2014,2014,3024770
19,Iowa,2015,2015,3026380
19,Iowa,2016,2016,3027058
19,Iowa,2017,2017,3026831
19,Iowa,2018,2018,3025631
19,Iowa,2019,2019,3023507
19,Iowa,2020,2020,3020496
19,Iowa,2021,2021,3016578
19,Iowa,2022,2022,3011877
19,Iowa,2023,2023,3006420
19,Iowa,2024,2024,3000209
19,Iowa,2025,2025,2993222
19,Iowa,2026,2026,2986028
19,Iowa,2027,2027,2978613
19,Iowa,2028,2028,2970959
19,Iowa,2029,2029,2963192
19,Iowa,2030,2030,2955172
20,Kansas,2004,2004,2740172
20,Kansas,2005,2005,2751509
20,Kansas,2006,2006,2762802
20,Kansas,2007,2007,2773846
20,Kansas,2008,2008,2784728
20,Kansas,2009,2009,2795261
20,Kansas,2010,2010,2805470
20,Kansas,2011,2011,2815413
20,Kansas,2012,2012,2825154
20,Kansas,2013,2013,2834644
20,Kansas,2014,2014,2843856
20,Kansas,2015,2015,2852690
20,Kansas,2016,2016,2861120
20,Kansas,2017,2017,2869179
20,Kansas,2018,2018,2876728
20,Kansas,2019,2019,2883852
20,Kansas,2020,2020,2890566
20,Kansas,2021,2021,2896901
20,Kansas,2022,2022,2902887
20,Kansas,2023,2023,2908587
20,Kansas,2024,2024,2913953
20,Kansas,2025,2025,2919002
20,Kansas,2026,2026,2923777
20,Kansas,2027,2027,2928236
20,Kansas,2028,2028,2932414
20,Kansas,2029,2029,2936389
20,Kansas,2030,2030,2940084
21,Kentucky,2004,2004,4140973
21,Kentucky,2005,2005,4163360
21,Kentucky,2006,2006,4185243
21,Kentucky,2007,2007,4206322
21,Kentucky,2008,2008,4226659
21,Kentucky,2009,2009,4246263
21,Kentucky,2010,2010,4265117
21,Kentucky,2011,2011,4283366
21,Kentucky,2012,2012,4301131
21,Kentucky,2013,2013,4318351
21,Kentucky,2014,2014,4335031
21,Kentucky,2015,2015,4351188
21,Kentucky,2016,2016,4366811
21,Kentucky,2017,2017,4381907
21,Kentucky,2018,2018,4396540
21,Kentucky,2019,2019,4410702
21,Kentucky,2020,2020,4424431
21,Kentucky,2021,2021,4437842
21,Kentucky,2022,2022,4451079
21,Kentucky,2023,2023,4464097
21,Kentucky,2024,2024,4476927
21,Kentucky,2025,2025,4489662
21,Kentucky,2026,2026,4502483
21,Kentucky,2027,2027,4515390
21,Kentucky,2028,2028,4528423
21,Kentucky,2029,2029,4541613
21,Kentucky,2030,2030,4554998
22,Louisiana,2004,2004,4516622
22,Louisiana,2005,2005,4534310
22,Louisiana,2006,2006,4551538
22,Louisiana,2007,2007,4568034
22,Louisiana,2008,2008,4583733
22,Louisiana,2009,2009,4598636
22,Louisiana,2010,2010,4612679
22,Louisiana,2011,2011,4626124
22,Louisiana,2012,2012,4638996
22,Louisiana,2013,2013,4651282
22,Louisiana,2014,2014,4662850
22,Louisiana,2015,2015,4673721
22,Louisiana,2016,2016,4683885
22,Louisiana,2017,2017,4693413
22,Louisiana,2018,2018,4702379
22,Louisiana,2019,2019,4710957
22,Louisiana,2020,2020,4719160
22,Louisiana,2021,2021,4727344
22,Louisiana,2022,2022,4735656
22,Louisiana,2023,2023,4744316
22,Louisiana,2024,2024,4753194
22,Louisiana,2025,2025,4762398
22,Louisiana,2026,2026,4771212
22,Louisiana,2027,2027,4779619
22,Louisiana,2028,2028,4787625
22,Louisiana,2029,2029,4795307
22,Louisiana,2030,2030,4802633
23,Maine,2004,2004,1310421
23,Maine,2005,2005,1318557
23,Maine,2006,2006,1326648
23,Maine,2007,2007,1334554
23,Maine,2008,2008,1342286
23,Maine,2009,2009,1349786
23,Maine,2010,2010,1357134
23,Maine,2011,2011,1364209
23,Maine,2012,2012,1370982
23,Maine,2013,2013,1377388
23,Maine,2014,2014,1383367
23,Maine,2015,2015,1388878
23,Maine,2016,2016,1393949
23,Maine,2017,2017,1398490
23,Maine,2018,2018,1402465
23,Maine,2019,2019,1405839
23,Maine,2020,2020,1408665
23,Maine,2021,2021,1410938
23,Maine,2022,2022,1412605
23,Maine,2023,2023,1413737
23,Maine,2024,2024,1414345
23,Maine,2025,2025,1414402
23,Maine,2026,2026,1414195
23,Maine,2027,2027,1413762
23,Maine,2028,2028,1413071
23,Maine,2029,2029,1412214
23,Maine,2030,2030,1411097
24,Maryland,2004,2004,5539487
24,Maryland,2005,2005,5600563
24,Maryland,2006,2006,5661630
24,Maryland,2007,2007,5722510
24,Maryland,2008,2008,5783344
24,Maryland,2009,2009,5844175
24,Maryland,2010,2010,5904970
24,Maryland,2011,2011,5965771
24,Maryland,2012,2012,6026667
24,Maryland,2013,2013,6087491
24,Maryland,2014,2014,6148131
24,Maryland,2015,2015,6208392
24,Maryland,2016,2016,6268046
24,Maryland,2017,2017,6326990
24,Maryland,2018,2018,6384972
24,Maryland,2019,2019,6441889
24,Maryland,2020,2020,6497626
24,Maryland,2021,2021,6552328
24,Maryland,2022,2022,6606198
24,Maryland,2023,2023,6659221
24,Maryland,2024,2024,6711375
24,Maryland,2025,2025,6762732
24,Maryland,2026,2026,6814171
24,Maryland,2027,2027,6865707
24,Maryland,2028,2028,6917455
24,Maryland,2029,2029,6969602
24,Maryland,2030,2030,7022251
25,Massachusetts,2004,2004,6488615
25,Massachusetts,2005,2005,6518868
25,Massachusetts,2006,2006,6547882
25,Massachusetts,2007,2007,6575260
25,Massachusetts,2008,2008,6601235
25,Massachusetts,2009,2009,6625910
